Segment,Customer_ID,Product_ID,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,Sales ('000),COGS,Profit,Profit ('000),Date,Month,Quarter,Year,Customer_Name,Product_Name,Country
Midmarket,CUST_ID_182,PROD_ID_004,High,1653.83,250,15,24807.45,3721.12,21086.33,21.09,413457.5,-392371.17,-392.37,31-05-2024,May,Q2,2024,Laura Martin,VTT,USA
Government,CUST_ID_213,PROD_ID_003,Medium,2515.07,120,350,880274.5,88027.45,792247.05,792.25,301808.4,490438.65,490.44,01-06-2024,Jun,Q2,2024,Frank Moore,Velo,Canada
Small Business,CUST_ID_219,PROD_ID_006,High,488.51,260,300,146553,21982.95,124570.05,124.57,127012.6,-2442.55,-2.44,02-06-2024,Jun,Q2,2024,Nina Davis,Amarilla,France
Channel Partners,CUST_ID_189,PROD_ID_004,Low,706.99,250,12,8483.88,424.19,8059.69,8.06,176747.5,-168687.81,-168.69,03-06-2024,Jun,Q2,2024,Ian Moore,VTT,India
Government,CUST_ID_256,PROD_ID_004,Medium,3831.22,250,350,1340927,134092.7,1206834.3,1206.83,957805,249029.3,249.03,03-06-2024,Jun,Q2,2024,Kevin Rodriguez,VTT,Japan
Enterprise,CUST_ID_188,PROD_ID_006,None,1169.56,260,125,146195,0,146195,146.19,304085.6,-157890.6,-157.89,03-06-2024,Jun,Q2,2024,Julia Williams,Amarilla,Italy
Midmarket,CUST_ID_253,PROD_ID_004,None,1089.9,250,15,16348.5,0,16348.5,16.35,272475,-256126.5,-256.13,03-06-2024,Jun,Q2,2024,Hannah Rodriguez,VTT,USA
Channel Partners,CUST_ID_189,PROD_ID_001,Medium,1128.96,5,12,13547.52,1354.75,12192.77,12.19,5644.8,6547.97,6.55,03-06-2024,Jun,Q2,2024,Ian Moore,Montana,Germany
Small Business,CUST_ID_231,PROD_ID_001,Medium,920.17,5,300,276051,27605.1,248445.9,248.45,4600.85,243845.05,243.85,03-06-2024,Jun,Q2,2024,Nina Anderson,Montana,England
Government,CUST_ID_254,PROD_ID_006,Low,3662.74,260,350,1281959,64097.95,1217861.05,1217.86,952312.4,265548.65,265.55,04-06-2024,Jun,Q2,2024,Kevin Williams,Amarilla,Japan
Government,CUST_ID_239,PROD_ID_002,Medium,1252.84,10,350,438494,43849.4,394644.6,394.64,12528.4,382116.2,382.12,04-06-2024,Jun,Q2,2024,Paul Williams,Paseo,Italy
Midmarket,CUST_ID_250,PROD_ID_005,Medium,820.6,3,15,12309,1230.9,11078.1,11.08,2461.8,8616.3,8.62,05-06-2024,Jun,Q2,2024,Kevin Gonzalez,Carretera,Germany
Small Business,CUST_ID_284,PROD_ID_006,Low,218.74,260,300,65622,3281.1,62340.9,62.34,56872.4,5468.5,5.47,05-06-2024,Jun,Q2,2024,Grace Jackson,Amarilla,Germany
Small Business,CUST_ID_212,PROD_ID_006,High,989.56,260,300,296868,44530.2,252337.8,252.34,257285.6,-4947.8,-4.95,06-06-2024,Jun,Q2,2024,Julia Taylor,Amarilla,Canada
Small Business,CUST_ID_166,PROD_ID_003,Medium,299.05,120,300,89715,8971.5,80743.5,80.74,35886,44857.5,44.86,06-06-2024,Jun,Q2,2024,Alice Williams,Velo,Canada
Small Business,CUST_ID_265,PROD_ID_005,None,562.52,3,300,168756,0,168756,168.76,1687.56,167068.44,167.07,07-06-2024,Jun,Q2,2024,Alice Moore,Carretera,France
Channel Partners,CUST_ID_299,PROD_ID_006,Low,1025.51,260,12,12306.12,615.31,11690.81,11.69,266632.6,-254941.79,-254.94,07-06-2024,Jun,Q2,2024,Hannah Gonzalez,Amarilla,Germany
Midmarket,CUST_ID_297,PROD_ID_006,High,1279.5,260,15,19192.5,2878.88,16313.62,16.31,332670,-316356.38,-316.36,08-06-2024,Jun,Q2,2024,Steve Taylor,Amarilla,France
Small Business,CUST_ID_177,PROD_ID_005,Low,858.27,3,300,257481,12874.05,244606.95,244.61,2574.81,242032.14,242.03,09-06-2024,Jun,Q2,2024,Laura Miller,Carretera,Italy
Enterprise,CUST_ID_267,PROD_ID_002,High,2656.88,10,125,332110,49816.5,282293.5,282.29,26568.8,255724.7,255.72,10-06-2024,Jun,Q2,2024,Paul Rodriguez,Paseo,Canada
Enterprise,CUST_ID_174,PROD_ID_004,Low,1952.51,250,125,244063.75,12203.19,231860.56,231.86,488127.5,-256266.94,-256.27,11-06-2024,Jun,Q2,2024,Charlie Gonzalez,VTT,Japan
Small Business,CUST_ID_170,PROD_ID_006,High,670.59,260,300,201177,30176.55,171000.45,171,174353.4,-3352.95,-3.35,13-06-2024,Jun,Q2,2024,Grace Brown,Amarilla,India
Channel Partners,CUST_ID_218,PROD_ID_004,High,1994.77,250,12,23937.24,3590.59,20346.65,20.35,498692.5,-478345.85,-478.35,14-06-2024,Jun,Q2,2024,Nina Miller,VTT,Japan
Midmarket,CUST_ID_257,PROD_ID_002,Low,1227.15,10,15,18407.25,920.36,17486.89,17.49,12271.5,5215.39,5.22,14-06-2024,Jun,Q2,2024,Laura Anderson,Paseo,Japan
Channel Partners,CUST_ID_184,PROD_ID_005,None,1541.71,3,12,18500.52,0,18500.52,18.5,4625.13,13875.39,13.88,15-06-2024,Jun,Q2,2024,Paul Gonzalez,Carretera,Japan
Enterprise,CUST_ID_272,PROD_ID_006,Low,2888.14,260,125,361017.5,18050.88,342966.62,342.97,750916.4,-407949.78,-407.95,16-06-2024,Jun,Q2,2024,David Williams,Amarilla,Italy
Channel Partners,CUST_ID_181,PROD_ID_004,None,681.3,250,12,8175.6,0,8175.6,8.18,170325,-162149.4,-162.15,17-06-2024,Jun,Q2,2024,Tina Taylor,VTT,Germany
Channel Partners,CUST_ID_161,PROD_ID_002,None,1057.2,10,12,12686.4,0,12686.4,12.69,10572,2114.4,2.11,17-06-2024,Jun,Q2,2024,Quincy Brown,Paseo,Italy
Small Business,CUST_ID_228,PROD_ID_004,None,832.96,250,300,249888,0,249888,249.89,208240,41648,41.65,18-06-2024,Jun,Q2,2024,Steve Moore,VTT,England
Enterprise,CUST_ID_258,PROD_ID_003,Medium,1431.16,120,125,178895,17889.5,161005.5,161.01,171739.2,-10733.7,-10.73,19-06-2024,Jun,Q2,2024,Paul Thomas,Velo,Japan
Enterprise,CUST_ID_151,PROD_ID_005,Medium,1135.13,3,125,141891.25,14189.12,127702.13,127.7,3405.39,124296.74,124.3,19-06-2024,Jun,Q2,2024,Grace Hernandez,Carretera,USA
Government,CUST_ID_257,PROD_ID_005,Medium,2697.29,3,350,944051.5,94405.15,849646.35,849.65,8091.87,841554.48,841.55,20-06-2024,Jun,Q2,2024,Laura Anderson,Carretera,Italy
Government,CUST_ID_247,PROD_ID_006,Low,3285.85,260,350,1150047.5,57502.38,1092545.12,1092.55,854321,238224.12,238.22,20-06-2024,Jun,Q2,2024,Steve Thomas,Amarilla,Japan
Government,CUST_ID_266,PROD_ID_002,Medium,1267.94,10,350,443779,44377.9,399401.1,399.4,12679.4,386721.7,386.72,21-06-2024,Jun,Q2,2024,Oscar Moore,Paseo,India
Midmarket,CUST_ID_250,PROD_ID_004,Medium,1311.49,250,15,19672.35,1967.23,17705.12,17.71,327872.5,-310167.38,-310.17,22-06-2024,Jun,Q2,2024,Kevin Gonzalez,VTT,Japan
Enterprise,CUST_ID_222,PROD_ID_002,None,2143.99,10,125,267998.75,0,267998.75,268,21439.9,246558.85,246.56,22-06-2024,Jun,Q2,2024,Kevin Miller,Paseo,Germany
Enterprise,CUST_ID_294,PROD_ID_006,None,1384.85,260,125,173106.25,0,173106.25,173.11,360061,-186954.75,-186.95,23-06-2024,Jun,Q2,2024,Julia Anderson,Amarilla,USA
Channel Partners,CUST_ID_296,PROD_ID_002,High,1253.96,10,12,15047.52,2257.13,12790.39,12.79,12539.6,250.79,0.25,23-06-2024,Jun,Q2,2024,Oscar Martinez,Paseo,USA
Channel Partners,CUST_ID_181,PROD_ID_002,None,912.44,10,12,10949.28,0,10949.28,10.95,9124.4,1824.88,1.82,23-06-2024,Jun,Q2,2024,Tina Taylor,Paseo,France
Channel Partners,CUST_ID_213,PROD_ID_004,None,1710.38,250,12,20524.56,0,20524.56,20.52,427595,-407070.44,-407.07,27-06-2024,Jun,Q2,2024,Frank Moore,VTT,Italy
Channel Partners,CUST_ID_253,PROD_ID_001,High,1792.96,5,12,21515.52,3227.33,18288.19,18.29,8964.8,9323.39,9.32,27-06-2024,Jun,Q2,2024,Hannah Rodriguez,Montana,USA
Government,CUST_ID_238,PROD_ID_002,High,1072.17,10,350,375259.5,56288.92,318970.58,318.97,10721.7,308248.88,308.25,27-06-2024,Jun,Q2,2024,Grace Williams,Paseo,Italy
Small Business,CUST_ID_248,PROD_ID_001,None,983.83,5,300,295149,0,295149,295.15,4919.15,290229.85,290.23,27-06-2024,Jun,Q2,2024,Oscar Jones,Montana,England
Midmarket,CUST_ID_224,PROD_ID_002,Medium,1652.46,10,15,24786.9,2478.69,22308.21,22.31,16524.6,5783.61,5.78,27-06-2024,Jun,Q2,2024,Steve Gonzalez,Paseo,England
Government,CUST_ID_229,PROD_ID_006,Low,1176.74,260,350,411859,20592.95,391266.05,391.27,305952.4,85313.65,85.31,27-06-2024,Jun,Q2,2024,Hannah Smith,Amarilla,Italy
Enterprise,CUST_ID_197,PROD_ID_006,None,1596.05,260,125,199506.25,0,199506.25,199.51,414973,-215466.75,-215.47,27-06-2024,Jun,Q2,2024,Frank Johnson,Amarilla,Canada
Midmarket,CUST_ID_232,PROD_ID_004,Medium,886.9,250,15,13303.5,1330.35,11973.15,11.97,221725,-209751.85,-209.75,29-06-2024,Jun,Q2,2024,Quincy Rodriguez,VTT,Canada
Midmarket,CUST_ID_164,PROD_ID_002,Low,1239.47,10,15,18592.05,929.6,17662.45,17.66,12394.7,5267.75,5.27,29-06-2024,Jun,Q2,2024,Paul Miller,Paseo,India
Small Business,CUST_ID_180,PROD_ID_001,Medium,571.86,5,300,171558,17155.8,154402.2,154.4,2859.3,151542.9,151.54,30-06-2024,Jun,Q2,2024,Eva Rodriguez,Montana,India
Government,CUST_ID_167,PROD_ID_001,High,2900.62,5,350,1015217,152282.55,862934.45,862.93,14503.1,848431.35,848.43,30-06-2024,Jun,Q2,2024,Charlie Davis,Montana,USA
Channel Partners,CUST_ID_219,PROD_ID_005,None,869.47,3,12,10433.64,0,10433.64,10.43,2608.41,7825.23,7.83,30-06-2024,Jun,Q2,2024,Nina Davis,Carretera,England
Channel Partners,CUST_ID_228,PROD_ID_004,High,625.86,250,12,7510.32,1126.55,6383.77,6.38,156465,-150081.23,-150.08,02-07-2024,Jul,Q3,2024,Steve Moore,VTT,France
Small Business,CUST_ID_187,PROD_ID_005,Low,825.62,3,300,247686,12384.3,235301.7,235.3,2476.86,232824.84,232.82,03-07-2024,Jul,Q3,2024,David Wilson,Carretera,India
Government,CUST_ID_293,PROD_ID_001,None,3437.93,5,350,1203275.5,0,1203275.5,1203.28,17189.65,1186085.85,1186.09,03-07-2024,Jul,Q3,2024,Bob Davis,Montana,Germany
Enterprise,CUST_ID_193,PROD_ID_001,High,1546.61,5,125,193326.25,28998.94,164327.31,164.33,7733.05,156594.26,156.59,04-07-2024,Jul,Q3,2024,Tina Williams,Montana,Germany
Small Business,CUST_ID_248,PROD_ID_006,Low,668.13,260,300,200439,10021.95,190417.05,190.42,173713.8,16703.25,16.7,05-07-2024,Jul,Q3,2024,Oscar Jones,Amarilla,Germany
Midmarket,CUST_ID_162,PROD_ID_006,None,950.96,260,15,14264.4,0,14264.4,14.26,247249.6,-232985.2,-232.99,05-07-2024,Jul,Q3,2024,Nina Martin,Amarilla,India
Midmarket,CUST_ID_182,PROD_ID_006,Medium,1817.42,260,15,27261.3,2726.13,24535.17,24.54,472529.2,-447994.03,-447.99,05-07-2024,Jul,Q3,2024,Laura Martin,Amarilla,France
Small Business,CUST_ID_280,PROD_ID_006,Medium,708.14,260,300,212442,21244.2,191197.8,191.2,184116.4,7081.4,7.08,05-07-2024,Jul,Q3,2024,Kevin Johnson,Amarilla,Japan
Midmarket,CUST_ID_220,PROD_ID_006,Medium,1012.44,260,15,15186.6,1518.66,13667.94,13.67,263234.4,-249566.46,-249.57,06-07-2024,Jul,Q3,2024,Bob Brown,Amarilla,Japan
Enterprise,CUST_ID_235,PROD_ID_006,Low,2292.89,260,125,286611.25,14330.56,272280.69,272.28,596151.4,-323870.71,-323.87,06-07-2024,Jul,Q3,2024,Grace Johnson,Amarilla,USA
Enterprise,CUST_ID_272,PROD_ID_001,Low,1826.33,5,125,228291.25,11414.56,216876.69,216.88,9131.65,207745.04,207.75,06-07-2024,Jul,Q3,2024,David Williams,Montana,Japan
Channel Partners,CUST_ID_251,PROD_ID_001,None,1307.97,5,12,15695.64,0,15695.64,15.7,6539.85,9155.79,9.16,06-07-2024,Jul,Q3,2024,Paul Moore,Montana,Japan
Small Business,CUST_ID_182,PROD_ID_004,Medium,509.4,250,300,152820,15282,137538,137.54,127350,10188,10.19,07-07-2024,Jul,Q3,2024,Laura Martin,VTT,USA
Government,CUST_ID_182,PROD_ID_003,Low,2333.73,120,350,816805.5,40840.28,775965.22,775.97,280047.6,495917.62,495.92,07-07-2024,Jul,Q3,2024,Laura Martin,Velo,France
Small Business,CUST_ID_156,PROD_ID_006,Medium,353.21,260,300,105963,10596.3,95366.7,95.37,91834.6,3532.1,3.53,07-07-2024,Jul,Q3,2024,Laura Davis,Amarilla,Germany
Midmarket,CUST_ID_207,PROD_ID_004,Medium,555.19,250,15,8327.85,832.79,7495.06,7.5,138797.5,-131302.44,-131.3,08-07-2024,Jul,Q3,2024,Rachel Smith,VTT,Japan
Enterprise,CUST_ID_204,PROD_ID_002,High,1221.89,10,125,152736.25,22910.44,129825.81,129.83,12218.9,117606.91,117.61,09-07-2024,Jul,Q3,2024,Steve Wilson,Paseo,Germany
Channel Partners,CUST_ID_296,PROD_ID_004,Low,1327.68,250,12,15932.16,796.61,15135.55,15.14,331920,-316784.45,-316.78,09-07-2024,Jul,Q3,2024,Oscar Martinez,VTT,England
Channel Partners,CUST_ID_167,PROD_ID_002,None,691.15,10,12,8293.8,0,8293.8,8.29,6911.5,1382.3,1.38,10-07-2024,Jul,Q3,2024,Charlie Davis,Paseo,France
Small Business,CUST_ID_284,PROD_ID_002,None,993.56,10,300,298068,0,298068,298.07,9935.6,288132.4,288.13,11-07-2024,Jul,Q3,2024,Grace Jackson,Paseo,Germany
Government,CUST_ID_294,PROD_ID_001,High,2922.9,5,350,1023015,153452.25,869562.75,869.56,14614.5,854948.25,854.95,11-07-2024,Jul,Q3,2024,Julia Anderson,Montana,USA
Government,CUST_ID_233,PROD_ID_004,Medium,1365.15,250,350,477802.5,47780.25,430022.25,430.02,341287.5,88734.75,88.73,12-07-2024,Jul,Q3,2024,Steve Williams,VTT,Japan
Small Business,CUST_ID_277,PROD_ID_005,None,907.04,3,300,272112,0,272112,272.11,2721.12,269390.88,269.39,13-07-2024,Jul,Q3,2024,Quincy Anderson,Carretera,France
Small Business,CUST_ID_163,PROD_ID_004,High,452.99,250,300,135897,20384.55,115512.45,115.51,113247.5,2264.95,2.26,13-07-2024,Jul,Q3,2024,Alice Rodriguez,VTT,India
Small Business,CUST_ID_200,PROD_ID_001,None,992.21,5,300,297663,0,297663,297.66,4961.05,292701.95,292.7,15-07-2024,Jul,Q3,2024,Frank Rodriguez,Montana,France
Enterprise,CUST_ID_259,PROD_ID_002,Low,1328.96,10,125,166120,8306,157814,157.81,13289.6,144524.4,144.52,15-07-2024,Jul,Q3,2024,Hannah Brown,Paseo,Germany
Enterprise,CUST_ID_167,PROD_ID_001,High,1863.9,5,125,232987.5,34948.12,198039.38,198.04,9319.5,188719.88,188.72,15-07-2024,Jul,Q3,2024,Charlie Davis,Montana,USA
Small Business,CUST_ID_236,PROD_ID_002,None,578.86,10,300,173658,0,173658,173.66,5788.6,167869.4,167.87,16-07-2024,Jul,Q3,2024,Laura Wilson,Paseo,Italy
Small Business,CUST_ID_164,PROD_ID_005,Low,954.84,3,300,286452,14322.6,272129.4,272.13,2864.52,269264.88,269.26,17-07-2024,Jul,Q3,2024,Paul Miller,Carretera,Japan
Government,CUST_ID_175,PROD_ID_005,None,1256.6,3,350,439810,0,439810,439.81,3769.8,436040.2,436.04,17-07-2024,Jul,Q3,2024,Laura Martinez,Carretera,USA
Government,CUST_ID_159,PROD_ID_003,None,3347.94,120,350,1171779,0,1171779,1171.78,401752.8,770026.2,770.03,18-07-2024,Jul,Q3,2024,Laura Jackson,Velo,USA
Enterprise,CUST_ID_264,PROD_ID_003,High,1131.58,120,125,141447.5,21217.12,120230.38,120.23,135789.6,-15559.22,-15.56,18-07-2024,Jul,Q3,2024,Hannah Jackson,Velo,USA
Enterprise,CUST_ID_294,PROD_ID_003,High,1803.37,120,125,225421.25,33813.19,191608.06,191.61,216404.4,-24796.34,-24.8,18-07-2024,Jul,Q3,2024,Julia Anderson,Velo,India
Channel Partners,CUST_ID_210,PROD_ID_006,None,1180.12,260,12,14161.44,0,14161.44,14.16,306831.2,-292669.76,-292.67,18-07-2024,Jul,Q3,2024,Bob Gonzalez,Amarilla,Japan
Channel Partners,CUST_ID_260,PROD_ID_005,None,1009.42,3,12,12113.04,0,12113.04,12.11,3028.26,9084.78,9.08,19-07-2024,Jul,Q3,2024,Nina Jackson,Carretera,USA
Channel Partners,CUST_ID_267,PROD_ID_003,Low,662.01,120,12,7944.12,397.21,7546.91,7.55,79441.2,-71894.29,-71.89,19-07-2024,Jul,Q3,2024,Paul Rodriguez,Velo,USA
Channel Partners,CUST_ID_168,PROD_ID_002,Low,1456.05,10,12,17472.6,873.63,16598.97,16.6,14560.5,2038.47,2.04,19-07-2024,Jul,Q3,2024,David Moore,Paseo,Germany
Government,CUST_ID_241,PROD_ID_004,High,1557.77,250,350,545219.5,81782.93,463436.57,463.44,389442.5,73994.07,73.99,19-07-2024,Jul,Q3,2024,Ian Williams,VTT,England
Enterprise,CUST_ID_162,PROD_ID_002,Medium,2169.04,10,125,271130,27113,244017,244.02,21690.4,222326.6,222.33,20-07-2024,Jul,Q3,2024,Nina Martin,Paseo,Italy
Channel Partners,CUST_ID_230,PROD_ID_005,Low,721.11,3,12,8653.32,432.67,8220.65,8.22,2163.33,6057.32,6.06,20-07-2024,Jul,Q3,2024,Bob Smith,Carretera,Germany
Small Business,CUST_ID_238,PROD_ID_003,None,614.14,120,300,184242,0,184242,184.24,73696.8,110545.2,110.55,21-07-2024,Jul,Q3,2024,Grace Williams,Velo,England
Midmarket,CUST_ID_165,PROD_ID_005,None,1133.09,3,15,16996.35,0,16996.35,17,3399.27,13597.08,13.6,21-07-2024,Jul,Q3,2024,Quincy Williams,Carretera,France
Midmarket,CUST_ID_202,PROD_ID_001,Medium,784.03,5,15,11760.45,1176.05,10584.4,10.58,3920.15,6664.25,6.66,21-07-2024,Jul,Q3,2024,Julia Martin,Montana,Japan
Channel Partners,CUST_ID_270,PROD_ID_006,Medium,1778.01,260,12,21336.12,2133.61,19202.51,19.2,462282.6,-443080.09,-443.08,22-07-2024,Jul,Q3,2024,Oscar Lopez,Amarilla,Italy
Government,CUST_ID_227,PROD_ID_003,Low,1314.54,120,350,460089,23004.45,437084.55,437.08,157744.8,279339.75,279.34,23-07-2024,Jul,Q3,2024,Paul Jones,Velo,USA
Midmarket,CUST_ID_277,PROD_ID_001,Low,1539.83,5,15,23097.45,1154.87,21942.58,21.94,7699.15,14243.43,14.24,23-07-2024,Jul,Q3,2024,Quincy Anderson,Montana,Japan
Midmarket,CUST_ID_205,PROD_ID_004,Medium,1710.91,250,15,25663.65,2566.37,23097.28,23.1,427727.5,-404630.22,-404.63,23-07-2024,Jul,Q3,2024,David Brown,VTT,India
Government,CUST_ID_203,PROD_ID_002,None,2088.45,10,350,730957.5,0,730957.5,730.96,20884.5,710073,710.07,24-07-2024,Jul,Q3,2024,Frank Lopez,Paseo,Canada
Enterprise,CUST_ID_242,PROD_ID_005,None,1284.8,3,125,160600,0,160600,160.6,3854.4,156745.6,156.75,24-07-2024,Jul,Q3,2024,Hannah Jones,Carretera,Japan
Channel Partners,CUST_ID_200,PROD_ID_003,None,1962.96,120,12,23555.52,0,23555.52,23.56,235555.2,-211999.68,-212,24-07-2024,Jul,Q3,2024,Frank Rodriguez,Velo,France
Small Business,CUST_ID_201,PROD_ID_002,Low,908.31,10,300,272493,13624.65,258868.35,258.87,9083.1,249785.25,249.79,25-07-2024,Jul,Q3,2024,Nina Rodriguez,Paseo,England
Channel Partners,CUST_ID_237,PROD_ID_002,Low,793.98,10,12,9527.76,476.39,9051.37,9.05,7939.8,1111.57,1.11,25-07-2024,Jul,Q3,2024,Charlie Moore,Paseo,England
Enterprise,CUST_ID_218,PROD_ID_001,Low,1757.85,5,125,219731.25,10986.56,208744.69,208.74,8789.25,199955.44,199.96,26-07-2024,Jul,Q3,2024,Nina Miller,Montana,Canada
Midmarket,CUST_ID_237,PROD_ID_003,High,860.22,120,15,12903.3,1935.49,10967.81,10.97,103226.4,-92258.59,-92.26,26-07-2024,Jul,Q3,2024,Charlie Moore,Velo,Italy
Channel Partners,CUST_ID_194,PROD_ID_005,High,1817.58,3,12,21810.96,3271.64,18539.32,18.54,5452.74,13086.58,13.09,26-07-2024,Jul,Q3,2024,Oscar Jackson,Carretera,Canada
Midmarket,CUST_ID_181,PROD_ID_002,Low,787.52,10,15,11812.8,590.64,11222.16,11.22,7875.2,3346.96,3.35,27-07-2024,Jul,Q3,2024,Tina Taylor,Paseo,India
Small Business,CUST_ID_246,PROD_ID_005,High,981.59,3,300,294477,44171.55,250305.45,250.31,2944.77,247360.68,247.36,28-07-2024,Jul,Q3,2024,Frank Anderson,Carretera,France
Channel Partners,CUST_ID_162,PROD_ID_005,Low,1781.65,3,12,21379.8,1068.99,20310.81,20.31,5344.95,14965.86,14.97,28-07-2024,Jul,Q3,2024,Nina Martin,Carretera,Germany
Small Business,CUST_ID_189,PROD_ID_002,None,703.57,10,300,211071,0,211071,211.07,7035.7,204035.3,204.04,28-07-2024,Jul,Q3,2024,Ian Moore,Paseo,Germany
Channel Partners,CUST_ID_183,PROD_ID_005,High,813.86,3,12,9766.32,1464.95,8301.37,8.3,2441.58,5859.79,5.86,29-07-2024,Jul,Q3,2024,Grace Martinez,Carretera,Canada
Channel Partners,CUST_ID_271,PROD_ID_001,Low,1262.92,5,12,15155.04,757.75,14397.29,14.4,6314.6,8082.69,8.08,29-07-2024,Jul,Q3,2024,Tina Johnson,Montana,Italy
Channel Partners,CUST_ID_278,PROD_ID_004,Low,982.73,250,12,11792.76,589.64,11203.12,11.2,245682.5,-234479.38,-234.48,30-07-2024,Jul,Q3,2024,Bob Hernandez,VTT,Italy
Government,CUST_ID_285,PROD_ID_006,High,2421.27,260,350,847444.5,127116.67,720327.83,720.33,629530.2,90797.63,90.8,31-07-2024,Jul,Q3,2024,Ian Davis,Amarilla,India
Enterprise,CUST_ID_300,PROD_ID_002,Low,2789.77,10,125,348721.25,17436.06,331285.19,331.29,27897.7,303387.49,303.39,31-07-2024,Jul,Q3,2024,Rachel Jones,Paseo,Japan
Government,CUST_ID_211,PROD_ID_002,Medium,2275.07,10,350,796274.5,79627.45,716647.05,716.65,22750.7,693896.35,693.9,31-07-2024,Jul,Q3,2024,Kevin Smith,Paseo,India
Midmarket,CUST_ID_297,PROD_ID_003,Medium,1325.83,120,15,19887.45,1988.75,17898.7,17.9,159099.6,-141200.9,-141.2,01-08-2024,Aug,Q3,2024,Steve Taylor,Velo,England
Small Business,CUST_ID_172,PROD_ID_004,Medium,384.14,250,300,115242,11524.2,103717.8,103.72,96035,7682.8,7.68,01-08-2024,Aug,Q3,2024,Mike Smith,VTT,USA
Channel Partners,CUST_ID_270,PROD_ID_005,Medium,1139.15,3,12,13669.8,1366.98,12302.82,12.3,3417.45,8885.37,8.89,02-08-2024,Aug,Q3,2024,Oscar Lopez,Carretera,Japan
Government,CUST_ID_261,PROD_ID_003,High,1951.06,120,350,682871,102430.65,580440.35,580.44,234127.2,346313.15,346.31,02-08-2024,Aug,Q3,2024,Grace Moore,Velo,India
Midmarket,CUST_ID_157,PROD_ID_004,Low,898.44,250,15,13476.6,673.83,12802.77,12.8,224610,-211807.23,-211.81,02-08-2024,Aug,Q3,2024,Tina Miller,VTT,Canada
Enterprise,CUST_ID_242,PROD_ID_003,None,2571.75,120,125,321468.75,0,321468.75,321.47,308610,12858.75,12.86,02-08-2024,Aug,Q3,2024,Hannah Jones,Velo,France
Enterprise,CUST_ID_176,PROD_ID_001,Medium,1076.56,5,125,134570,13457,121113,121.11,5382.8,115730.2,115.73,04-08-2024,Aug,Q3,2024,David Smith,Montana,France
Midmarket,CUST_ID_236,PROD_ID_006,Medium,875.04,260,15,13125.6,1312.56,11813.04,11.81,227510.4,-215697.36,-215.7,05-08-2024,Aug,Q3,2024,Laura Wilson,Amarilla,Germany
Channel Partners,CUST_ID_199,PROD_ID_002,Medium,512.8,10,12,6153.6,615.36,5538.24,5.54,5128,410.24,0.41,05-08-2024,Aug,Q3,2024,Bob Garcia,Paseo,Germany
Small Business,CUST_ID_223,PROD_ID_004,High,857.49,250,300,257247,38587.05,218659.95,218.66,214372.5,4287.45,4.29,05-08-2024,Aug,Q3,2024,Tina Hernandez,VTT,USA
Channel Partners,CUST_ID_271,PROD_ID_002,High,841.37,10,12,10096.44,1514.47,8581.97,8.58,8413.7,168.27,0.17,06-08-2024,Aug,Q3,2024,Tina Johnson,Paseo,France
Midmarket,CUST_ID_272,PROD_ID_005,High,1583.77,3,15,23756.55,3563.48,20193.07,20.19,4751.31,15441.76,15.44,08-08-2024,Aug,Q3,2024,David Williams,Carretera,Japan
Enterprise,CUST_ID_238,PROD_ID_003,Low,1857.59,120,125,232198.75,11609.94,220588.81,220.59,222910.8,-2321.99,-2.32,08-08-2024,Aug,Q3,2024,Grace Williams,Velo,India
Government,CUST_ID_204,PROD_ID_004,None,2124.1,250,350,743435,0,743435,743.43,531025,212410,212.41,08-08-2024,Aug,Q3,2024,Steve Wilson,VTT,England
Enterprise,CUST_ID_229,PROD_ID_004,Medium,1679.64,250,125,209955,20995.5,188959.5,188.96,419910,-230950.5,-230.95,10-08-2024,Aug,Q3,2024,Hannah Smith,VTT,India
Government,CUST_ID_259,PROD_ID_006,Medium,1978.24,260,350,692384,69238.4,623145.6,623.15,514342.4,108803.2,108.8,10-08-2024,Aug,Q3,2024,Hannah Brown,Amarilla,USA
Enterprise,CUST_ID_296,PROD_ID_002,Low,2954.49,10,125,369311.25,18465.56,350845.69,350.85,29544.9,321300.79,321.3,10-08-2024,Aug,Q3,2024,Oscar Martinez,Paseo,Italy
Channel Partners,CUST_ID_296,PROD_ID_005,High,1970.26,3,12,23643.12,3546.47,20096.65,20.1,5910.78,14185.87,14.19,11-08-2024,Aug,Q3,2024,Oscar Martinez,Carretera,France
Enterprise,CUST_ID_251,PROD_ID_005,High,1376.68,3,125,172085,25812.75,146272.25,146.27,4130.04,142142.21,142.14,12-08-2024,Aug,Q3,2024,Paul Moore,Carretera,Canada
Channel Partners,CUST_ID_235,PROD_ID_004,Medium,639.86,250,12,7678.32,767.83,6910.49,6.91,159965,-153054.51,-153.05,12-08-2024,Aug,Q3,2024,Grace Johnson,VTT,Canada
Midmarket,CUST_ID_292,PROD_ID_001,High,540.26,5,15,8103.9,1215.58,6888.32,6.89,2701.3,4187.02,4.19,12-08-2024,Aug,Q3,2024,Hannah Moore,Montana,France
Government,CUST_ID_168,PROD_ID_003,Low,1699.12,120,350,594692,29734.6,564957.4,564.96,203894.4,361063,361.06,12-08-2024,Aug,Q3,2024,David Moore,Velo,Canada
